user_id,Gender,Height_inch,Weight_lb,height_mtr,weight_kgs,BMI,age,activity,BMR,calories_per_day
572086,Male,68.0993798,183.3126553,1.729724247,83.14915394,27.79099448,29,1,1902.151728,2282.582073
3892473,Male,68.89670607,196.4513123,1.749976334,89.10874365,29.09751961,35,5,1954.410776,3713.380474
3881436,Male,69.28950996,184.5956083,1.759953553,83.73109116,27.03238337,37,5,1871.187011,3555.25532
2172686,Male,70.52322452,207.5328385,1.791289903,94.13523528,29.33732126,28,4,2092.806479,3610.091176
3758343,Male,69.66372523,177.2009288,1.769458621,80.3769237,25.67145937,37,1,1829.427907,2195.313488
2729749,Male,67.59526881,163.1080022,1.716919828,73.98448493,25.09808712,25,2,1795.559382,2468.89415
2719914,Male,72.50812038,216.2182301,1.841706258,98.07485943,28.91458523,35,5,2125.529603,4038.506245
185902,Male,71.2529856,204.6554938,1.809825834,92.83009474,28.34100373,23,1,2118.093125,2541.71175
5674790,Male,71.80918689,200.9205712,1.823953347,91.13596373,27.39443445,35,3,2020.138109,3131.21407
809666,Male,72.24516548,220.9017699,1.835027203,100.1992756,29.75634383,19,1,2260.443785,2712.532542
1825286,Male,66.51262766,196.4498603,1.689420743,89.10808503,31.22061591,20,1,2025.647017,2430.77642
343274,Male,66.029034,168.64081,1.677137464,76.49412229,27.19510534,32,1,1762.611642,2115.13397
2224398,Male,67.57715394,181.432713,1.71645971,82.29642716,27.93275379,26,2,1903.971378,2617.960644
1414689,Male,68.2465686,198.6586733,1.733462842,90.10998494,29.98774737,26,1,2021.130377,2425.356452
5076118,Male,73.826127,237.9167359,1.875183626,107.9171281,30.69041599,37,2,2265.632474,3115.244652
1637954,Male,69.80246436,173.0412559,1.772982595,78.49012935,24.96928465,29,3,1859.411702,2882.088139
800431,Male,65.95957778,160.6839166,1.675373276,72.8849391,25.9665725,20,2,1793.187228,2465.632438
935218,Male,71.07901758,188.6029191,1.805407047,85.54877528,26.24602452,23,3,2014.717717,3122.812462
1063417,Male,66.59619654,208.345694,1.691543392,94.50394003,33.02810294,34,2,2006.468808,2758.89461
1335012,Male,68.95153509,193.4351185,1.751368991,87.74062227,28.60522697,39,3,1908.916049,2958.819876
2471848,Male,68.24446179,174.1096938,1.733409329,78.97476423,26.28367441,38,3,1784.844628,2766.509173
2010169,Male,72.31682512,197.3685892,1.836847358,89.52481311,26.53366778,32,3,2024.709156,3138.299192
4860399,Male,71.81542045,201.6206667,1.824111679,91.45352145,27.48511666,33,4,2038.229124,3515.945239
1079241,Male,65.23704952,181.0119732,1.657021058,82.10558295,29.90312896,21,1,1905.13337,2286.160044
4324565,Male,70.64053009,182.122486,1.794269464,82.60930267,25.65982108,27,4,1941.0345,3348.284512
3959879,Male,64.7319256,177.5492634,1.64419091,80.53492548,29.79063602,28,4,1829.2022,3155.373794
1465970,Male,67.10355118,164.9745807,1.7044302,74.83115001,25.7587022,24,3,1807.775669,2802.052286
6481861,Male,65.11748489,165.7171122,1.653984116,75.16795636,27.47704809,21,3,1807.233362,2801.211711
1360030,Male,71.70123402,193.0941635,1.821211344,87.58596781,26.40668225,34,2,1976.239149,2717.32883
2812242,Male,66.83287821,180.683887,1.697555107,81.95676567,28.44048829,37,4,1814.852617,3130.620764
4511954,Male,66.47127526,172.7737229,1.688370392,78.36877852,27.49208151,18,2,1889.553905,2598.13662
1468560,Male,69.41152622,177.4706162,1.763052766,80.49925174,25.89770161,18,4,1957.07357,3375.951909
3702625,Male,70.05217747,200.8187373,1.779325308,91.08977269,28.77126165,22,1,2085.231134,2502.277361
5472512,Male,66.74360465,167.7397753,1.695287558,76.08542016,26.47370309,23,4,1827.353084,3152.184071
2662343,Male,66.27432912,154.3956248,1.68336796,70.03262024,24.7139556,40,5,1621.631282,3081.099436
1463069,Male,68.32844799,177.9847286,1.735542579,80.73244902,26.80264049,39,4,1803.540769,3111.107827
1025071,Male,70.0758882,183.938857,1.77992756,83.43319402,26.33505407,35,2,1890.793757,2599.841416
1212698,Male,68.73298815,179.2047821,1.745817899,81.28585552,26.66963656,38,5,1823.245674,3464.166781
3189354,Male,67.55605126,158.5679874,1.715923702,71.92517054,24.42783366,32,2,1718.851382,2363.42065
1280048,Male,66.25363253,166.5035316,1.682842266,75.52466991,26.66871028,34,1,1738.444109,2086.13293
2358408,Male,69.18220268,171.9836776,1.757227948,78.01042029,25.26366849,30,5,1837.947583,3492.100409
220848,Male,67.60910494,174.3641824,1.717271265,79.09019822,26.81914065,28,4,1846.251803,3184.78436
4334529,Male,69.29273802,187.7453519,1.760035546,85.15978966,27.49107371,19,3,2013.472037,3120.881658
1212826,Male,68.19068401,201.4879624,1.732043374,91.39332784,30.46470411,22,2,2065.433987,2839.971732
1332097,Male,71.6070858,204.9270121,1.818819979,92.95325327,28.09863105,19,3,2151.571583,3334.935954
5400473,Male,69.19685751,178.6855465,1.757600181,81.05033441,26.23702771,20,1,1948.358405,2338.030086
2934579,Male,67.26196098,164.0144277,1.708453809,74.39563229,25.48830506,27,3,1783.370191,2764.223796
1568577,Male,73.6851934,223.2700044,1.871603912,101.2734878,28.9113172,23,4,2266.740023,3910.126539
3562853,Male,69.53721501,202.9583063,1.766245261,92.06026407,29.5100671,36,3,1996.867403,3095.144475
109277,Male,68.31155984,189.3917856,1.73511362,85.90659881,28.53452761,22,1,1990.787371,2388.944845
3802365,Male,67.73896347,178.1705556,1.720569672,80.81673866,27.29963205,35,1,1824.307129,2189.168555
3360345,Male,71.7057626,223.2993352,1.82132637,101.2867921,30.53354751,36,2,2152.990149,2960.361455
1015057,Male,63.6322646,167.0287067,1.616259521,75.76288513,29.002425,36,4,1694.337066,2922.731438
635110,Male,68.72119846,180.468682,1.745518441,81.85915041,26.86694895,23,5,1933.056157,3672.806698
448835,Male,66.94934165,164.4391456,1.700513278,74.58828093,25.79351582,34,1,1734.413125,2081.295749
4926795,Male,62.70698974,149.9696184,1.592757539,68.02501915,26.81447718,30,2,1615.728764,2221.62705
3645302,Male,72.25840892,192.9102666,1.835363587,87.50255365,25.97625299,29,1,2016.268155,2419.521786
4169218,Male,70.90865306,201.8839987,1.801079788,91.57296674,28.22938258,24,5,2089.390816,3969.842551
1230201,Male,67.6098436,179.868026,1.717290027,81.58669765,27.66508818,39,4,1806.135546,3115.583817
2201512,Male,70.80155896,196.4677247,1.798359598,89.11618818,27.55519748,36,2,1972.286776,2711.894317
5392763,Male,69.30476905,187.5516495,1.760341134,85.0719278,27.45317635,33,1,1917.206913,2300.648295
602088,Male,66.24289834,171.6931597,1.682569618,77.87864369,27.50884107,39,4,1737.000295,2996.325508
2937883,Male,67.49219298,191.6996048,1.714301702,86.95340714,29.58776028,27,5,1960.7568,3725.437919
4076244,Male,65.80624829,165.8506478,1.671478707,75.22852704,26.92655926,33,1,1735.359684,2082.431621
3138014,Male,71.44370566,185.6627413,1.814670124,84.21513415,25.57377067,28,5,1966.899073,3737.108239
1427194,Male,68.46440582,178.2818007,1.738995908,80.86719854,26.74085433,30,3,1868.366179,2895.967578
3902502,Male,63.9879246,150.9790513,1.625293285,68.48288984,25.92498993,18,2,1720.212251,2365.291844
5993172,Male,71.00189769,209.9293234,1.803448201,95.22226166,29.27730832,24,3,2141.279218,3318.982787
714420,Male,68.13972419,174.1578043,1.730748994,78.99658677,26.37182293,36,2,1797.396609,2471.420338
5653140,Male,68.39540025,179.8789771,1.737243166,81.59166498,27.0348878,28,4,1891.138219,3262.213428
3428371,Male,68.09621975,167.7471412,1.729643982,76.08876127,25.43355531,24,3,1838.048224,2848.974748
4881896,Male,68.14059036,183.0446604,1.730770995,83.0275936,27.7168093,39,1,1832.994976,2199.593971
5011732,Male,68.86009031,169.5568208,1.749046294,76.90961746,25.14073916,30,5,1818.503136,3455.155958
3068034,Male,66.14885254,173.4316727,1.680180855,78.66721928,27.86645576,29,5,1814.739736,3448.005498
5140540,Male,66.20603205,180.8895546,1.681633214,82.05005485,29.01458229,33,5,1835.262007,3486.997814
5543245,Male,67.43212021,183.5089329,1.712775853,83.23818389,28.37406327,25,1,1921.980628,2306.376754
2689005,Male,69.47110603,205.9779102,1.764566093,93.42993224,30.00614297,19,1,2130.638102,2556.765722
3525260,Male,70.51585969,183.7598452,1.791102836,83.3519957,25.98214245,22,2,1983.741615,2727.64472
1982717,Male,71.33837604,201.9544955,1.811994751,91.60494352,27.90005379,23,5,2102.178373,3994.138908
3723866,Male,71.00194477,216.1200947,1.803449397,98.030346,30.14064997,24,3,2180.281684,3379.43661
3512747,Male,66.20234771,159.3903237,1.681539632,72.29817571,25.56896354,28,5,1733.769325,3294.161717
5440995,Male,72.54330705,210.3364247,1.842599999,95.40691955,28.10073896,34,3,2095.728137,3248.378612
3498657,Male,67.47935176,178.6183502,1.713975535,81.0198547,27.57923548,29,3,1864.579244,2890.097828
2522096,Male,65.35041056,146.7397976,1.659900428,66.55999827,24.15734647,28,1,1643.081021,1971.697225
4430272,Male,70.84406242,195.937015,1.799439185,88.87546251,27.44779911,27,2,2030.6916,2792.20095
4073034,Male,69.93847526,170.1758538,1.776437272,77.19040588,24.46040094,37,4,1788.71421,3085.532012
682828,Male,64.73981548,169.6540541,1.644391313,76.95372171,28.45897674,22,5,1820.364161,3458.691905
1128985,Male,69.30840288,198.3786936,1.760433433,89.98298839,29.03495763,35,1,1971.864167,2366.237
2874760,Male,68.83846286,179.9077169,1.748496957,81.60470112,26.69226434,28,1,1897.034787,2276.441745
400506,Male,61.93732327,147.2636865,1.573208011,66.79763009,26.98912196,31,1,1581.952695,1898.343234
3337637,Male,68.59333554,176.9842511,1.742270723,80.27864042,26.44653208,30,2,1861.85481,2560.050364
1014053,Male,65.21857558,185.4677884,1.65655182,84.12670508,30.65658874,22,3,1926.166692,2985.558372
2186562,Male,64.33364811,177.4938023,1.634074662,80.50976877,30.15121292,21,5,1871.315015,3555.498529
2458486,Male,68.7489067,169.8274774,1.74622223,77.03238513,25.26238326,36,4,1777.974004,3067.005157
1151005,Male,72.4896554,198.5816982,1.841237247,90.07506965,26.5696053,20,5,2116.181253,4020.744381
655186,Male,67.23393092,203.3503393,1.707741845,92.2380871,31.62757158,35,2,1976.424846,2717.584164
1174821,Male,67.26360484,193.2176727,1.708495563,87.6419906,30.02510415,36,1,1906.17184,2287.406209
771068,Male,65.11850428,178.1349452,1.654010009,80.80058606,29.53508631,26,3,1851.47886,2869.792233
3944738,Male,66.26282004,162.7795834,1.683075629,73.83551679,26.06501961,27,5,1762.701754,3349.133332
352124,Male,67.70167966,159.2865106,1.719622663,72.25108692,24.43307142,35,1,1704.856684,2045.828021
483954,Male,65.53069597,172.114312,1.664479678,78.06967501,28.17898705,32,3,1778.066144,2756.002523
778586,Male,69.86896981,201.8370426,1.774671833,91.55166783,29.06900372,21,1,2096.083079,2515.299695
3115014,Male,68.48187536,170.3523296,1.739439634,77.27045389,25.53846206,27,1,1839.035869,2206.843042
3379906,Male,72.21396335,205.3897607,1.834234669,93.16315234,27.69072837,37,1,2039.91562,2447.898744
2490651,Male,68.17953269,169.7877681,1.73176013,77.01437331,25.68007644,20,4,1879.178911,3241.583621
1370037,Male,71.98120654,200.4373105,1.828322646,90.91676054,27.19808181,21,1,2114.512621,2537.415145
2116548,Male,66.06513673,178.588954,1.678054473,81.00652082,28.76788079,24,2,1880.150674,2585.207177
6555364,Male,66.65616417,168.0140297,1.69306657,76.20981976,26.58660391,36,4,1739.552905,3000.728761
3546353,Male,67.5994242,177.7664258,1.717025375,80.63342861,27.35027517,23,1,1901.561055,2281.873266
168307,Male,68.24594409,193.277624,1.73344698,87.66918403,29.17600597,32,2,1946.42171,2676.329851
2835100,Male,64.80862144,162.3795406,1.646138985,73.65406058,27.18089133,39,2,1659.822322,2282.255693
574706,Male,67.49221827,183.3838244,1.714302344,83.18143568,28.30424494,23,1,1935.567709,2322.681251
3252127,Male,68.18073071,181.0560953,1.73179056,82.12559638,27.38342711,31,4,1875.384827,3235.038826
4355826,Male,69.5533849,210.871799,1.766655976,95.64976105,30.64643174,35,3,2053.730999,3183.283048
4044124,Male,66.40224967,165.5684991,1.686617142,75.10054664,26.40037394,35,3,1727.670565,2677.889376
2341608,Male,66.59215711,196.1484498,1.691440791,88.97136764,31.0983013,40,4,1888.77406,3258.135254
4079133,Male,71.93588658,202.0464252,1.827171519,91.6466421,27.4509844,28,1,2076.465416,2491.758499
6221789,Male,68.28704173,170.4136025,1.73449086,77.29824679,25.69363868,24,3,1857.308534,2878.828228
2379359,Male,69.9554512,201.9480853,1.77686846,91.60203591,29.01312899,19,1,2111.498258,2533.797909
795006,Male,71.85112915,193.3869846,1.82501868,87.71878912,26.33649642,18,3,2088.817569,3237.667232
3313416,Male,65.75549864,179.8556896,1.670189665,81.58110196,29.2454281,37,3,1795.736777,2783.392004
5144074,Male,67.03185208,156.489935,1.702609043,70.9825826,24.48623003,32,4,1698.997482,2930.770657
1027258,Male,76.70983486,235.0354188,1.948429805,106.6101857,28.08207345,28,4,2345.880008,4046.643014
707282,Male,72.57112137,230.560535,1.843306483,104.5804142,30.77905322,20,1,2318.698836,2782.438603
1533845,Male,69.7288049,203.895655,1.771111644,92.48543794,29.48366585,28,5,2059.64421,3913.323998
3431285,Male,72.799224,218.2163966,1.84910029,98.98121177,28.94888447,32,1,2162.273288,2594.727946
1024506,Male,72.53935407,222.6671779,1.842499593,101.0000506,29.75135772,26,2,2227.760888,3063.171221
3951229,Male,72.29474338,208.4748659,1.836286482,94.56253137,28.04388744,37,5,2060.393845,3914.748305
1020618,Male,67.25332482,180.77978,1.70823445,82.00026197,28.10090376,40,4,1800.480504,3105.82887
842324,Male,75.94446038,231.9247485,1.928989294,105.1992105,28.27176005,39,3,2241.609454,3474.494654
5918295,Male,66.31623192,170.5938581,1.684432291,77.38000928,27.27229343,26,2,1819.420698,2501.703459
518470,Male,71.15605349,188.2714563,1.807363759,85.39842641,26.14319903,35,2,1932.023265,2656.531989
5117637,Male,71.19220229,196.0615292,1.808281938,88.93194115,27.19728067,27,2,2035.967044,2799.454685
1137943,Male,72.19751201,214.6035842,1.833816805,97.34246896,28.94612684,25,3,2179.350485,3377.993252
2763362,Male,75.14082143,224.1242713,1.908576864,101.6609765,27.90840179,20,3,2311.299506,3582.514234
6915872,Male,64.41152936,158.5793973,1.636052846,71.93034598,26.87308303,20,4,1759.958932,3035.929157
2317573,Male,64.73442436,166.5011147,1.644254379,75.52357362,27.93473254,20,5,1814.031097,3446.659084
1268397,Male,63.41458714,160.1406156,1.610730513,72.63850211,27.99761957,38,3,1634.534052,2533.527781
3000092,Male,67.84866523,176.1726343,1.723356097,79.91049754,26.9062879,25,4,1881.135378,3244.958526
3021369,Male,65.93178483,174.4852947,1.674667335,79.14513379,28.22065692,27,1,1832.177381,2198.612857
982264,Male,70.96655044,193.9064988,1.802550381,87.9544366,27.06966785,28,2,2012.679443,2767.434234
1358871,Male,67.58074728,186.9916067,1.716550981,84.81789687,28.78552051,28,5,1925.438762,3658.333648
5513771,Male,68.58927044,173.5957961,1.742167469,78.74166434,25.94327445,27,2,1860.855104,2558.675768
2037010,Male,70.32475344,193.3465603,1.786248737,87.70045298,27.48640662,28,1,2000.872649,2401.047179
78403,Male,72.39448041,208.436509,1.838819802,94.54513299,27.96152366,35,5,2075.038804,3942.573728
3024621,Male,70.82085671,206.0329778,1.79884976,93.45491047,28.88100757,36,5,2032.796812,3862.313942
4969912,Male,65.90330126,172.575231,1.673943852,78.27874418,27.93586198,20,2,1867.376542,2567.642745
5554369,Male,74.79537502,232.6354028,1.899802526,105.5215576,29.23642537,25,1,2326.463375,2791.75605
495910,Male,67.68091903,177.2401455,1.719095343,80.39471208,27.20367366,25,4,1885.696772,3252.826932
2065766,Male,67.15596277,175.6466902,1.705761454,79.6719335,27.38222686,20,3,1902.886068,2949.473405
824698,Male,71.77484122,212.6261023,1.823080967,96.44549899,29.01817198,35,1,2093.439896,2512.127875
2265497,Male,64.66523194,166.969204,1.642496891,75.73589518,28.07324724,20,1,1816.087477,2179.304973
2126382,Male,68.12276836,196.4144153,1.730318316,89.09200746,29.75683485,38,1,1923.794528,2308.553434
965150,Male,66.78692724,165.4312422,1.696387952,75.03828801,26.07549481,27,3,1786.168187,2768.56069
1950877,Male,66.80584984,176.5658186,1.696868586,80.08884279,27.81477808,33,4,1815.76012,3132.186207
2686048,Male,67.8860138,174.6520347,1.724304751,79.22076572,26.64470931,22,1,1892.437397,2270.924876
3402460,Male,69.17357692,195.2375293,1.757008854,88.55818139,28.68671307,34,3,1957.135577,3033.560144
7247515,Male,70.22492333,205.6844384,1.783713053,93.29681578,29.3235699,20,5,2131.713473,4050.255598
234950,Male,64.85579918,158.3414424,1.647337299,71.82241154,26.46640289,39,2,1634.990897,2248.112483
2722483,Male,67.82109327,169.0810083,1.722655769,76.69379272,25.84420692,23,2,1849.702455,2543.340876
2397894,Male,63.44024747,135.6558759,1.611382286,61.53242006,23.69773431,22,3,1589.411211,2463.587376
227901,Male,71.84843485,218.1574695,1.824950245,98.95448291,29.7121047,27,1,2183.636867,2620.364241
2319310,Male,66.72807365,155.8995413,1.694893071,70.71478474,24.61646094,40,5,1636.95926,3110.222595
4833916,Male,71.96830565,201.5281774,1.827994964,91.41156904,27.35591048,37,3,2012.418661,3119.248924
816763,Male,76.02134748,235.9260606,1.930942226,107.0141737,28.70137762,22,2,2383.409564,3277.188151
2958264,Male,71.47610128,195.3926176,1.815492973,88.6285282,26.88960316,22,5,2069.415197,3931.888875
4037283,Male,67.36980864,176.6361636,1.711193139,80.12075072,27.36194396,19,3,1918.678362,2973.951461
2383112,Male,70.55524376,198.4602486,1.792103192,90.01998108,28.02934124,37,5,1974.862211,3752.2382
1991714,Male,69.86710128,185.71691,1.774624373,84.23970464,26.74877834,40,2,1865.30214,2564.790442
5134770,Male,67.94757004,177.3477798,1.725868279,80.44353414,27.00696919,23,3,1903.414666,2950.292733
1572646,Male,74.10455886,215.7597035,1.882255795,97.86687543,27.623483,31,5,2170.434941,4123.826389
6139056,Male,69.1678363,187.0224203,1.756863042,84.83187367,27.48420919,23,1,1980.106336,2376.127603
2684992,Male,66.55722857,171.5878843,1.690553606,77.83089162,27.2329139,40,2,1733.59192,2383.68889
2060584,Male,66.70160499,172.8398091,1.694220767,78.39875469,27.31298478,26,1,1838.541502,2206.249802
4644621,Male,67.24606495,168.2802869,1.70805005,76.3305919,26.16359666,39,4,1728.440045,2981.559078
6102509,Male,69.05138548,163.8204889,1.753905191,74.3076632,24.15579732,31,5,1778.031953,3378.26071
2152519,Male,70.67274718,190.0234342,1.795087778,86.19310957,26.74860692,26,5,1998.026074,3796.249541
146127,Male,65.49899512,156.8699517,1.663674476,71.15495513,25.7080089,32,5,1681.617733,3195.073692
3750784,Male,65.18722085,172.6064826,1.65575541,78.29291966,28.5581535,32,1,1776.735989,2132.083187
5892391,Male,67.56814301,169.063983,1.716230832,76.68607018,26.03544966,30,3,1798.732138,2788.034813
721358,Male,73.81538569,231.3745081,1.874910797,104.9496259,29.85517869,23,3,2319.477876,3595.190708
2139037,Male,71.60656421,207.2504768,1.818806731,94.00715827,28.41762763,33,1,2071.002682,2485.203219
1200782,Male,67.72474924,172.1527722,1.720208631,78.08712025,26.38864935,38,4,1765.81173,3046.025234
1740501,Male,68.23113195,199.827758,1.733070752,90.64027241,30.17787229,36,1,1960.296478,2352.355773
2566234,Male,65.92942171,168.0904122,1.674607311,76.24446625,27.18831935,19,3,1846.259137,2861.701662
1918841,Male,71.54849571,197.8196148,1.817331791,89.72939472,27.16853936,36,2,1990.439168,2736.853856
914882,Male,69.16438112,196.892315,1.75677528,89.30877895,28.93754794,36,2,1953.842101,2686.532889
4229306,Male,68.59765932,180.2217801,1.742380547,81.74715768,26.92691715,22,3,1936.70702,3001.895881
475001,Male,71.05751089,189.1340124,1.804860777,85.78967495,26.33586629,26,4,1997.386169,3445.491141
2526519,Male,63.64405958,158.4227173,1.616559113,71.85927719,27.49790859,36,4,1640.271488,2829.468316
3280807,Male,71.1824554,208.9226827,1.808034367,94.76565749,28.98929258,23,5,2144.066576,4073.726494
3792585,Male,66.12867317,187.1411195,1.679668299,84.88571468,30.0876008,20,2,1962.048937,2697.817288
3328427,Male,65.05737312,157.5824315,1.652457277,71.47813027,26.17656787,33,1,1673.609432,2008.331318
2942251,Male,68.09137436,181.644445,1.729520909,82.3924671,27.54456219,23,5,1932.338733,3671.443592
3612266,Male,70.9931439,204.7466782,1.803225855,92.87145526,28.56156492,28,5,2081.315629,3954.499695
